method,mean_inertia,std_inertia,min_inertia,max_inertia,mean_iterations,std_iterations,mean_ARI,std_ARI,min_ARI,max_ARI
K-Means++,71491.33003435974,1017.5404950738321,69426.01740321837,72900.58851784302,22.666666666666668,7.44790335381818,0.44428315474688945,0.058766908191572514,0.2847748857024468,0.5474866444836067
Random,70511.09819250886,809.1572748836062,69428.6504474491,72158.43450008251,23.9,8.035910780301478,0.5162298296362027,0.04025429491163608,0.43072202422057065,0.5821117514347697
